"Date","Time","Open","High","Low","Close","Vol","OI","FastAvg","SlowAvg","SlowK","SlowD","OverBot","OverSld"
02/21/2017,22:00,136.23,136.75,135.98,136.70,24507156,0,135.66,129.25,96.30,95.91,80.00,20.00
02/22/2017,22:00,136.43,137.12,136.11,137.11,20836932,0,136.08,130.11,98.24,96.60,80.00,20.00
02/23/2017,22:00,137.38,137.48,136.30,136.53,20788186,0,136.28,130.84,96.44,96.99,80.00,20.00
02/24/2017,22:00,135.91,136.66,135.28,136.66,21776585,0,136.54,131.58,93.47,96.05,80.00,20.00
02/27/2017,22:00,137.14,137.44,136.28,136.93,20257426,0,136.79,132.33,90.69,93.53,80.00,20.00
02/28/2017,22:00,137.08,137.44,136.70,136.99,23482860,0,136.84,133.10,91.53,91.90,80.00,20.00
03/01/2017,22:00,137.89,140.15,137.60,139.79,36414585,0,137.38,134.02,93.76,91.99,80.00,20.00
03/02/2017,22:00,140.00,140.28,138.76,138.96,26210984,0,137.87,134.53,90.81,92.03,80.00,20.00
03/03/2017,22:00,138.78,139.83,138.59,139.78,21571121,0,138.49,135.09,91.21,91.92,80.00,20.00
03/06/2017,22:00,139.37,139.77,138.60,139.34,21750044,0,138.97,135.60,87.89,89.97,80.00,20.00
03/07/2017,22:00,139.06,139.98,138.79,139.52,17446297,0,139.48,136.07,89.12,89.41,80.00,20.00
03/08/2017,22:00,138.95,139.80,138.82,139.00,18707236,0,139.32,136.44,83.56,86.86,80.00,20.00
03/09/2017,22:00,138.74,138.79,137.05,138.68,22155904,0,139.26,136.77,77.64,83.44,80.00,20.00
03/10/2017,22:00,139.25,139.36,138.64,139.14,19612801,0,139.14,137.11,74.26,78.49,80.00,20.00
03/13/2017,22:00,138.85,139.43,138.82,139.20,17421717,0,139.11,137.46,74.84,75.58,80.00,20.00
03/14/2017,22:00,139.30,139.65,138.84,138.99,15309065,0,139.00,137.75,76.60,75.23,80.00,20.00
03/15/2017,22:00,139.41,140.75,139.03,140.46,25691774,0,139.29,138.02,82.81,78.08,80.00,20.00
03/16/2017,22:00,140.72,141.02,140.26,140.69,19231998,0,139.70,138.28,87.44,82.28,80.00,20.00
03/17/2017,22:00,141.00,141.00,139.89,139.99,43884952,0,139.87,138.51,88.64,86.30,80.00,20.00
03/20/2017,22:00,140.40,141.50,140.23,141.46,21542038,0,140.32,138.80,89.64,88.57,80.00,20.00
03/21/2017,22:00,142.11,142.80,139.73,139.84,39529912,0,140.49,138.95,72.25,83.51,80.00,20.00
03/22/2017,22:00,139.85,141.60,139.76,141.42,25860165,0,140.68,139.17,72.54,78.14,80.00,20.00
03/23/2017,22:00,141.26,141.58,140.61,140.92,20346301,0,140.73,139.39,63.94,69.58,80.00,20.00
03/24/2017,22:00,141.50,141.74,140.35,140.64,22395563,0,140.86,139.59,68.58,68.35,80.00,20.00
03/27/2017,22:00,139.39,141.22,138.62,140.88,23575094,0,140.74,139.78,65.45,65.99,80.00,20.00
03/28/2017,22:00,140.91,144.04,140.62,143.80,33374805,0,141.53,140.13,76.64,70.22,80.00,20.00
03/29/2017,22:00,143.68,144.49,143.19,144.12,29189955,0,142.07,140.34,86.41,76.16,80.00,20.00
03/30/2017,22:00,144.19,144.50,143.50,143.93,21207252,0,142.67,140.59,93.70,85.58,80.00,20.00
03/31/2017,22:00,143.72,144.27,143.01,143.66,19661651,0,143.28,140.78,89.90,90.00,80.00,20.00
04/03/2017,22:00,143.71,144.12,143.05,143.70,19985714,0,143.84,141.00,87.47,90.36,80.00,20.00
04/04/2017,22:00,143.25,144.89,143.17,144.77,19891354,0,144.04,141.26,90.24,89.20,80.00,20.00
04/05/2017,22:00,144.63,145.46,143.81,144.02,27717854,0,144.02,141.52,87.57,88.43,80.00,20.00
04/06/2017,22:00,144.29,144.52,143.45,143.66,21149034,0,143.96,141.76,83.16,86.99,80.00,20.00
04/07/2017,22:00,143.73,144.18,143.27,143.34,16672198,0,143.90,141.97,73.88,81.54,80.00,20.00
04/10/2017,22:00,143.60,143.88,142.90,143.17,18933397,0,143.79,142.17,69.74,75.59,80.00,20.00
04/11/2017,22:00,142.94,143.35,140.06,141.63,30379376,0,143.16,142.30,59.84,67.82,80.00,20.00
04/12/2017,22:00,141.60,142.15,141.01,141.80,20350000,0,142.72,142.37,52.34,60.64,80.00,20.00
04/13/2017,22:00,141.91,142.38,141.05,141.05,17822880,0,142.20,142.39,42.01,51.40,80.00,20.00
04/17/2017,22:00,141.19,141.88,140.87,141.83,16582094,0,141.90,142.48,38.68,44.34,80.00,20.00
04/18/2017,22:00,141.41,142.04,141.11,141.20,14697544,0,141.50,142.47,30.27,36.99,80.00,20.00
04/19/2017,22:00,141.88,142.00,140.45,140.68,17328375,0,141.31,142.51,21.79,30.25,80.00,20.00
04/20/2017,22:00,141.22,142.92,141.16,142.44,23319562,0,141.44,142.56,25.56,25.87,80.00,20.00
04/21/2017,22:00,142.44,142.68,141.85,142.27,17320928,0,141.68,142.63,32.16,26.50,80.00,20.00
04/24/2017,22:00,143.50,143.95,143.18,143.64,17134333,0,142.05,142.78,50.43,36.05,80.00,20.00
04/25/2017,22:00,143.91,144.90,143.87,144.53,18871501,0,142.71,142.96,63.33,48.64,80.00,20.00
04/26/2017,22:00,144.47,144.60,143.38,143.68,20041241,0,143.31,142.96,74.62,62.79,80.00,20.00
04/27/2017,22:00,143.92,144.16,143.31,143.79,14246347,0,143.58,142.94,78.38,72.11,80.00,20.00
04/28/2017,22:00,144.09,144.30,143.27,143.65,20860358,0,143.86,142.93,75.34,76.11,80.00,20.00
05/01/2017,22:00,145.10,147.20,144.96,146.58,33602943,0,144.45,143.07,82.28,78.67,80.00,20.00
05/02/2017,22:00,147.54,148.09,146.84,147.51,45352194,0,145.04,143.26,87.51,81.71,80.00,20.00
05/03/2017,22:00,145.59,147.49,144.27,147.06,45697034,0,145.72,143.38,90.05,86.62,80.00,20.00
05/04/2017,22:00,146.52,147.14,145.81,146.53,23371872,0,146.27,143.50,86.17,87.91,80.00,20.00
05/05/2017,22:00,146.76,148.98,146.76,148.96,27327725,0,147.33,143.77,89.04,88.42,80.00,20.00
05/08/2017,22:00,149.03,153.70,149.03,153.01,48752413,0,148.61,144.25,92.28,89.16,80.00,20.00
05/09/2017,22:00,153.87,154.88,153.45,153.99,39130363,0,149.91,144.79,95.49,92.27,80.00,20.00
05/10/2017,22:00,153.63,153.94,152.11,153.26,25805692,0,151.15,145.37,92.00,93.26,80.00,20.00
05/11/2017,22:00,152.67,154.07,152.31,153.95,27255058,0,152.63,145.98,91.05,92.85,80.00,20.00
05/12/2017,22:00,154.70,156.42,154.67,156.10,32527017,0,154.06,146.73,92.42,91.83,80.00,20.00
05/15/2017,22:00,156.01,156.65,155.05,155.70,26009719,0,154.60,147.43,94.25,92.57,80.00,20.00
05/16/2017,22:00,155.94,156.06,154.72,155.47,20048478,0,154.90,148.14,93.86,93.51,80.00,20.00
05/17/2017,22:00,153.95,154.57,149.71,150.25,50767678,0,154.29,148.62,78.75,88.95,80.00,20.00
05/18/2017,22:00,151.27,153.34,151.13,152.54,33568215,0,154.01,149.12,70.13,80.91,80.00,20.00
05/19/2017,22:00,153.38,153.98,152.63,153.06,26960788,0,153.40,149.66,63.03,70.64,80.00,20.00
05/22/2017,22:00,154.00,154.58,152.91,153.99,22966437,0,153.06,150.18,72.11,68.42,80.00,20.00
05/23/2017,22:00,154.90,154.90,153.31,153.80,19918871,0,152.73,150.64,74.44,69.86,80.00,20.00
05/24/2017,22:00,153.84,154.17,152.67,153.34,19219154,0,153.35,151.13,73.36,73.30,80.00,20.00
05/25/2017,22:00,153.73,154.35,153.03,153.87,19235598,0,153.61,151.63,68.47,72.09,80.00,20.00
05/26/2017,22:00,153.82,154.24,153.31,153.61,21927637,0,153.72,152.13,62.66,68.16,80.00,20.00
05/30/2017,22:00,153.42,154.43,153.33,153.67,20126851,0,153.66,152.48,59.07,63.40,80.00,20.00
05/31/2017,22:00,153.97,154.17,152.38,152.76,24451164,0,153.45,152.75,52.40,58.04,80.00,20.00
06/01/2017,22:00,153.17,153.33,152.22,153.18,16404088,0,153.42,153.05,50.34,53.94,80.00,20.00
06/02/2017,22:00,153.58,155.45,152.89,155.45,27770715,0,153.73,153.50,58.89,53.87,80.00,20.00
06/05/2017,22:00,154.34,154.45,153.46,153.93,25331662,0,153.80,153.75,66.39,58.54,80.00,20.00
06/06/2017,22:00,153.90,155.81,153.78,154.45,26624926,0,153.95,153.82,75.81,67.03,80.00,20.00
06/07/2017,22:00,155.02,155.98,154.48,155.37,21069647,0,154.48,153.89,76.30,72.83,80.00,20.00
06/08/2017,22:00,155.25,155.54,154.40,154.99,21250798,0,154.84,153.97,79.88,77.33,80.00,20.00
06/09/2017,22:00,155.19,155.19,146.02,148.98,64882657,0,153.54,153.73,53.69,69.96,80.00,20.00
06/12/2017,22:00,145.74,146.09,142.51,145.42,72307330,0,151.84,153.19,31.78,55.11,80.00,20.00
06/13/2017,22:00,147.16,147.45,145.15,146.59,34165445,0,150.27,152.74,26.96,37.48,80.00,20.00
06/14/2017,22:00,147.50,147.50,143.84,145.16,31531232,0,148.23,152.22,23.86,27.53,80.00,20.00
06/15/2017,22:00,143.32,144.48,142.21,144.29,32165373,0,146.09,151.92,21.64,24.15,80.00,20.00
06/16/2017,22:00,143.78,144.50,142.20,142.27,50361093,0,144.75,151.41,11.70,19.07,80.00,20.00
06/19/2017,22:00,143.98,146.74,143.66,146.34,32541404,0,144.93,151.07,15.22,16.19,80.00,20.00
06/20/2017,22:00,146.87,146.87,144.94,145.01,24900073,0,144.61,150.62,16.98,14.63,80.00,20.00
06/21/2017,22:00,145.52,146.07,144.61,145.87,21265751,0,144.76,150.23,25.69,19.30,80.00,20.00
06/22/2017,22:00,145.77,146.70,145.12,145.63,19106294,0,145.02,149.84,23.97,22.21,80.00,20.00
06/23/2017,22:00,145.13,147.16,145.11,146.28,35439389,0,145.83,149.46,27.04,25.57,80.00,20.00
06/26/2017,22:00,147.17,148.28,145.38,145.82,25692361,0,145.72,149.07,26.92,25.98,80.00,20.00
06/27/2017,22:00,145.01,146.16,143.62,143.73,24761891,0,145.47,148.58,22.57,25.51,80.00,20.00
06/28/2017,22:00,143.95,146.11,143.16,145.83,22082432,0,145.46,148.23,21.89,23.79,80.00,20.00
06/29/2017,22:00,144.71,145.13,142.28,143.68,31499368,0,145.07,147.75,20.49,21.65,80.00,20.00
06/30/2017,22:00,144.71,144.96,143.78,144.02,23024107,0,144.62,147.18,27.55,23.31,80.00,20.00
07/03/2017,22:00,144.88,145.30,143.10,143.50,13068428,0,144.15,146.66,25.22,24.42,80.00,20.00
07/05/2017,22:00,143.69,144.79,142.72,144.09,21569557,0,144.22,146.14,27.47,26.75,80.00,20.00
07/06/2017,22:00,143.02,143.50,142.41,142.73,24128782,0,143.60,145.51,20.39,24.36,80.00,20.00
07/07/2017,22:00,142.90,144.75,142.90,144.18,19201712,0,143.70,144.97,23.79,23.88,80.00,20.00
07/10/2017,22:00,144.11,145.95,143.37,145.06,21090636,0,143.91,144.77,28.82,24.33,80.00,20.00
07/11/2017,22:00,144.73,145.85,144.38,145.53,19781836,0,144.32,144.78,44.06,32.22,80.00,20.00
07/12/2017,22:00,145.87,146.18,144.82,145.74,24884478,0,144.65,144.74,52.72,41.86,80.00,20.00
07/13/2017,22:00,145.50,148.49,145.44,147.77,25199373,0,145.66,144.87,67.00,54.59,80.00,20.00
07/14/2017,22:00,147.97,149.33,147.33,149.04,20132061,0,146.63,145.11,81.57,67.10,80.00,20.00
07/17/2017,22:00,148.82,150.90,148.57,149.56,23793456,0,147.53,145.47,89.26,79.27,80.00,20.00
07/18/2017,22:00,149.41,150.13,148.67,150.08,17868792,0,148.44,145.66,89.91,86.91,80.00,20.00
07/19/2017,22:00,150.48,151.42,149.95,151.02,20922969,0,149.49,145.96,90.30,89.82,80.00,20.00
07/20/2017,22:00,151.50,151.74,150.19,150.34,17243748,0,150.01,146.18,90.33,90.18,80.00,20.00
07/21/2017,22:00,150.01,150.44,148.88,150.27,26252630,0,150.25,146.41,88.24,89.62,80.00,20.00
07/24/2017,22:00,150.58,152.44,149.90,152.09,21493160,0,150.76,146.70,88.78,89.11,80.00,20.00
07/25/2017,22:00,152.28,153.84,151.80,152.74,18853932,0,151.29,147.05,90.52,89.18,80.00,20.00
07/26/2017,22:00,153.35,153.93,153.06,153.46,15780951,0,151.78,147.54,94.09,91.13,80.00,20.00
07/27/2017,22:00,153.75,153.99,147.30,150.56,32476337,0,151.82,147.77,84.89,89.83,80.00,20.00
07/28/2017,22:00,149.89,150.23,149.19,149.50,17213653,0,151.67,148.06,73.16,84.05,80.00,20.00
07/31/2017,22:00,149.90,150.33,148.13,148.73,19845920,0,151.00,148.30,55.17,71.07,80.00,20.00
08/01/2017,22:00,149.10,150.22,148.41,150.05,35368645,0,150.46,148.63,49.91,59.41,80.00,20.00
08/02/2017,22:00,159.52,159.75,156.16,157.14,69936800,0,151.20,149.28,60.86,55.31,80.00,20.00
08/03/2017,22:00,157.05,157.21,155.02,155.57,27097296,0,152.20,149.92,67.92,59.56,80.00,20.00
08/04/2017,22:00,156.07,157.40,155.69,156.39,20559852,0,153.58,150.53,72.82,67.20,80.00,20.00
08/07/2017,22:00,157.06,158.92,156.67,158.81,21870321,0,155.59,151.22,77.30,72.68,80.00,20.00
08/08/2017,22:00,158.60,161.83,158.27,160.08,36205896,0,157.60,151.95,84.66,78.26,80.00,20.00
08/09/2017,22:00,159.26,161.27,159.11,161.06,26131530,0,158.38,152.71,91.66,84.54,80.00,20.00
08/10/2017,22:00,159.90,160.00,154.63,155.32,40804273,0,158.33,153.09,79.28,85.20,80.00,20.00
08/11/2017,22:00,156.60,158.57,156.07,157.48,26257096,0,158.55,153.51,73.32,81.42,80.00,20.00
08/14/2017,22:00,159.32,160.21,158.75,159.85,22122734,0,158.76,154.03,70.54,74.38,80.00,20.00
08/15/2017,22:00,160.66,162.20,160.14,161.60,29465487,0,159.06,154.60,84.24,76.03,80.00,20.00
08/16/2017,22:00,161.94,162.51,160.15,160.95,27671612,0,159.04,155.10,90.55,81.78,80.00,20.00
08/17/2017,22:00,160.52,160.71,157.84,157.86,27940565,0,159.55,155.48,84.40,86.40,80.00,20.00
08/18/2017,22:00,157.86,159.50,156.72,157.50,27428069,0,159.55,155.84,73.82,82.92,80.00,20.00
08/21/2017,22:00,157.50,157.89,155.11,157.21,26368528,0,159.02,156.09,58.86,72.36,80.00,20.00
08/22/2017,22:00,158.23,160.00,158.02,159.78,21604585,0,158.66,156.45,56.33,63.00,80.00,20.00
08/23/2017,22:00,159.07,160.47,158.88,159.98,19399081,0,158.47,156.77,55.33,56.84,80.00,20.00
08/24/2017,22:00,160.43,160.74,158.55,159.27,19818918,0,158.75,157.21,64.04,58.57,80.00,20.00
08/25/2017,22:00,159.65,160.56,159.27,159.86,25480063,0,159.22,157.72,64.38,61.25,80.00,20.00
08/28/2017,22:00,160.14,162.00,159.93,161.47,25965972,0,160.07,158.36,70.69,66.37,80.00,20.00
08/29/2017,22:00,160.10,163.12,160.00,162.91,29516910,0,160.70,159.00,83.92,73.00,80.00,20.00
08/30/2017,22:00,163.80,163.89,162.61,163.35,27269584,0,161.37,159.32,92.88,82.50,80.00,20.00
08/31/2017,22:00,163.64,164.52,163.48,164.00,26785096,0,162.32,159.74,95.24,90.68,80.00,20.00
09/01/2017,22:00,164.80,164.94,163.63,164.05,16591051,0,163.16,160.12,93.04,93.72,80.00,20.00
09/05/2017,22:00,163.75,164.25,160.56,162.08,29536314,0,163.28,160.28,85.31,91.20,80.00,20.00
09/06/2017,22:00,162.71,162.99,160.52,161.91,21651726,0,163.08,160.37,77.01,85.12,80.00,20.00
09/07/2017,22:00,162.09,162.24,160.36,161.26,21928502,0,162.66,160.38,67.55,76.62,80.00,20.00
09/08/2017,22:00,160.86,161.15,158.53,158.63,28611535,0,161.59,160.55,55.85,66.80,80.00,20.00
09/11/2017,22:00,160.50,162.05,159.89,161.50,31580798,0,161.08,160.75,49.47,57.62,80.00,20.00
09/12/2017,22:00,162.61,163.96,158.77,160.86,71714046,0,160.83,160.80,40.28,48.54,80.00,20.00
09/13/2017,22:00,159.87,159.96,157.91,159.65,44907361,0,160.38,160.70,37.08,42.28,80.00,20.00
09/14/2017,22:00,158.99,159.40,158.09,158.28,23760749,0,159.78,160.57,21.69,33.02,80.00,20.00
09/15/2017,22:00,158.47,160.97,158.00,159.88,49114602,0,160.03,160.67,19.35,26.04,80.00,20.00
09/18/2017,22:00,160.11,160.50,158.00,158.67,28269435,0,159.47,160.73,14.70,18.58,80.00,20.00
09/19/2017,22:00,159.51,159.77,158.44,158.73,20810632,0,159.04,160.81,16.83,16.96,80.00,20.00
09/20/2017,22:00,157.90,158.26,153.83,156.07,52951364,0,158.33,160.62,15.18,15.57,80.00,20.00
09/21/2017,22:00,155.80,155.80,152.75,153.39,37511661,0,157.35,160.29,12.20,14.74,80.00,20.00
09/22/2017,22:00,152.02,152.27,150.56,151.89,46645443,0,155.75,159.92,11.38,12.92,80.00,20.00
09/25/2017,22:00,149.99,151.83,149.16,150.55,44387336,0,154.13,159.46,8.26,10.61,80.00,20.00
09/26/2017,22:00,151.78,153.92,151.69,153.14,36660045,0,153.01,159.04,15.48,11.71,80.00,20.00
09/27/2017,22:00,153.80,154.72,153.54,154.23,25504227,0,152.64,158.61,23.51,15.75,80.00,20.00
09/28/2017,22:00,153.89,154.28,152.70,153.28,22005455,0,152.62,158.10,29.66,22.88,80.00,20.00
09/29/2017,22:00,153.21,154.13,152.00,154.12,26299810,0,153.06,157.61,31.87,28.35,80.00,20.00
10/02/2017,22:00,154.26,154.45,152.72,153.81,18698842,0,153.72,157.10,33.16,31.56,80.00,20.00
10/03/2017,22:00,154.01,155.09,153.91,154.48,16230293,0,153.98,156.72,38.86,34.63,80.00,20.00
10/04/2017,22:00,153.63,153.86,152.46,153.48,20163750,0,153.83,156.29,40.33,37.45,80.00,20.00
10/05/2017,22:00,154.18,155.44,154.05,155.39,21283769,0,154.26,156.00,45.39,41.53,80.00,20.00
10/06/2017,22:00,154.97,155.49,154.56,155.30,17407558,0,154.49,155.84,49.44,45.05,80.00,20.00
10/09/2017,22:00,155.81,156.73,155.49,155.84,16262923,0,154.90,155.55,61.35,52.06,80.00,20.00
10/10/2017,22:00,156.06,158.00,155.10,155.90,15617014,0,155.18,155.30,68.51,59.77,80.00,20.00
10/11/2017,22:00,155.97,156.98,155.75,156.55,16905640,0,155.80,155.15,77.71,69.19,80.00,20.00
10/12/2017,22:00,156.35,157.37,155.73,156.00,16125054,0,155.92,155.04,79.07,75.10,80.00,20.00
10/13/2017,22:00,156.73,157.28,156.41,156.99,16394188,0,156.26,154.89,81.41,79.40,80.00,20.00
10/16/2017,22:00,157.90,160.00,157.65,159.88,24121452,0,157.06,154.95,86.48,82.32,80.00,20.00
10/17/2017,22:00,159.78,160.87,159.23,160.47,18997275,0,157.98,155.04,93.40,87.10,80.00,20.00
10/18/2017,22:00,160.42,160.71,159.60,159.76,16374164,0,158.62,155.22,93.67,91.18,80.00,20.00
10/19/2017,22:00,156.75,157.08,155.02,155.98,42584166,0,158.62,155.35,75.53,87.53,80.00,20.00
10/20/2017,22:00,156.94,157.75,155.96,156.25,23974146,0,158.47,155.57,58.66,75.95,80.00,20.00
10/23/2017,22:00,156.89,157.69,155.50,156.17,21984327,0,157.73,155.85,43.68,59.29,80.00,20.00
10/24/2017,22:00,156.29,157.42,156.20,157.10,17757230,0,157.05,156.05,44.63,48.99,80.00,20.00
10/25/2017,22:00,156.91,157.55,155.27,156.41,21207098,0,156.38,156.16,39.97,42.76,80.00,20.00
10/26/2017,22:00,157.23,157.83,156.78,157.41,17000469,0,156.67,156.36,38.41,41.00,80.00,20.00
10/27/2017,22:00,159.29,163.60,158.70,163.05,44454160,0,158.03,156.81,59.16,45.85,80.00,20.00
10/30/2017,22:00,163.89,168.07,163.72,166.72,44700772,0,160.14,157.46,80.49,59.35,80.00,20.00
10/31/2017,22:00,167.90,169.65,166.94,169.04,36046828,0,162.53,158.18,93.08,77.58,80.00,20.00
11/01/2017,22:00,169.87,169.94,165.61,166.89,33637762,0,164.62,158.85,88.24,87.27,80.00,20.00
11/02/2017,22:00,167.64,168.50,165.28,168.11,41393373,0,166.76,159.49,87.65,89.66,80.00,20.00
11/03/2017,22:00,174.00,174.26,171.12,172.50,59398631,0,168.65,160.35,86.47,87.46,80.00,20.00
11/06/2017,22:00,172.37,174.99,171.72,174.25,35026306,0,170.16,161.27,92.00,88.71,80.00,20.00
11/07/2017,22:00,173.91,175.25,173.60,174.81,24361485,0,171.31,162.22,95.05,91.18,80.00,20.00
11/08/2017,22:00,174.66,176.24,174.33,176.24,24409527,0,173.18,163.20,98.07,95.04,80.00,20.00
11/09/2017,22:00,175.11,176.10,173.14,175.88,29482596,0,174.74,164.20,98.71,97.28,80.00,20.00
11/10/2017,22:00,175.11,175.38,174.27,174.67,25145500,0,175.17,165.08,96.93,97.91,80.00,20.00
11/13/2017,22:00,173.50,174.50,173.40,173.97,16982080,0,175.11,165.78,93.32,96.32,80.00,20.00
11/14/2017,22:00,173.04,173.48,171.18,171.34,24782487,0,174.42,166.33,85.77,92.01,80.00,20.00
11/15/2017,22:00,169.97,170.32,168.38,169.08,29158070,0,172.99,166.79,75.28,84.79,80.00,20.00
11/16/2017,22:00,171.18,171.87,170.30,171.10,23637484,0,172.03,167.55,65.27,75.44,80.00,20.00
11/17/2017,22:00,171.04,171.39,169.64,170.15,21899544,0,171.13,168.24,55.17,65.24,80.00,20.00
11/20/2017,22:00,170.29,170.56,169.56,169.98,16262447,0,170.33,168.93,49.22,56.55,80.00,20.00
